2018-01-04,01:50,114.525,32.33,0,1
2018-01-07,05:20,120.04521,28.10106,0,1
2018-01-08,06:30,114.525,32.33,0,2
2018-01-08,12:00,121.375,27.5,0,0
2018-01-08,12:50,118.0,23.75,0,0
2018-01-08,13:30,115.125,22.25,0,0
2018-01-09,08:00,106.39167,38.29669,0,1
2018-01-09,08:40,106.39167,38.29669,0,1
2018-01-09,22:20,116.59833,40.16326,0,1
2018-01-10,03:10,110.039,25.218,0,0
2018-01-10,05:40,120.63,27.52517,0,1
2018-01-10,06:20,120.28322,27.74952,0,1
2018-01-12,01:20,104.2817,26.86,0,1
2018-01-15,05:30,116.572,39.195,0,2
2018-01-18,05:30,114.60359,30.78433,0,1
2018-01-18,06:20,99.875,59.375,0,0
2018-01-18,06:50,102.5,55.375,0,0
2018-01-18,07:30,106.625,50.125,0,0
2018-01-18,08:10,112.5,45.375,0,0
2018-01-18,09:00,114.625,38.875,0,0
2018-01-18,09:30,114.75,35.0,0,0
2018-01-18,10:00,114.125,31.625,0,0
2018-01-18,10:10,113.75,30.375,0,0
2018-01-18,11:00,114.0,24.0,0,0
2018-01-18,11:30,113.875,21.875,0,0
2018-01-19,09:30,109.833,19.07014,0,2
2018-01-24,04:00,104.272,33.98653,0,2
2018-01-24,12:20,121.28934,29.98552,0,1
2018-01-26,15:30,108.405,32.075,0,2
2018-01-28,02:30,172.75,55.25,0,0
2018-01-28,04:00,153.0,52.5,0,0
2018-01-28,04:30,146.625,51.5,0,0
2018-01-28,04:40,144.625,51.125,0,0
2018-01-28,04:50,142.625,50.625,0,0
2018-01-28,05:40,133.375,48.75,0,0
2018-01-28,05:50,131.625,48.25,0,0
2018-01-28,06:10,129.125,46.5,0,0
2018-01-28,06:40,124.25,44.75,0,0
2018-01-28,07:30,117.625,41.0,0,0
2018-01-28,08:30,90.61992,29.55177,0,2
2018-01-28,09:40,114.0,26.125,0,0
2018-01-28,10:30,113.875,21.625,0,0
2018-01-28,11:30,115.805,39.96803,0,1
2018-01-29,12:00,114.72142,37.72934,0,2
2018-01-30,07:40,113.398,35.612,0,1
2018-01-30,09:50,113.30833,23.39,0,1
2018-01-30,22:10,90.625,22.5,0,0
2018-01-30,23:00,98.625,23.375,0,0
2018-01-30,23:10,100.25,23.875,0,0
2018-01-30,23:50,117.215,36.85833,0,1
2018-01-30,23:50,106.5,23.875,0,0
2018-01-31,00:40,113.625,21.625,0,0
2018-01-31,10:10,119.00644,25.73946,0,1
2018-02-01,11:30,104.303,29.928,0,2
2018-02-01,11:40,104.303,29.928,0,1
2018-02-04,13:50,115.45,26.3,0,1
2018-02-06,05:10,114.47195,26.18894,0,2
2018-02-06,11:40,108.647,30.035,0,2
2018-02-07,03:20,106.947,28.24,0,2
2018-02-07,23:40,107.71,29.787,0,1
2018-02-08,07:00,113.692,29.907,0,2
2018-02-08,17:40,113.625,23.75,0,0
2018-02-08,18:30,108.0,26.25,0,0
2018-02-08,20:00,104.25,36.0,0,0
2018-02-08,20:10,103.5,36.875,0,0
2018-02-08,22:00,89.625,43.5,0,0
2018-02-08,22:10,88.25,44.25,0,0
2018-02-09,09:30,102.66277,36.52506,0,1
2018-02-09,12:10,113.25,21.0,0,0
2018-02-09,13:00,108.0,18.75,0,0
2018-02-09,14:00,113.85,23.092,0,1
2018-02-09,14:00,101.375,20.25,0,0
2018-02-09,16:30,86.875,25.125,0,0
2018-02-10,09:40,100.245,26.679,0,1
2018-02-11,09:30,116.36266,39.88229,0,1
2018-02-11,09:40,108.60139,33.57199,0,1
2018-02-11,14:30,115.0,22.25,0,0
2018-02-12,18:50,111.0,18.0,0,0
2018-02-12,19:20,107.75,16.0,0,0
2018-02-12,19:30,106.625,15.625,0,0
2018-02-12,19:50,103.875,15.125,0,0
2018-02-12,20:00,102.75,14.875,0,0
2018-02-15,08:40,108.647,30.035,0,1
2018-02-18,16:20,104.303,29.79325,0,2
2018-02-20,06:10,123.485,41.62403,0,0
2018-02-21,05:40,106.39167,38.27176,0,0
2018-02-21,16:00,122.75,11.75,0,0
2018-02-21,16:30,124.75,8.125,0,0
2018-02-21,17:40,130.625,0.625,0,0
2018-02-21,19:10,138.25,-9.0,0,0
2018-02-21,19:40,141.25,-12.125,0,0
2018-02-21,21:00,149.75,-20.125,0,0
2018-02-21,21:20,152.375,-22.25,0,0
2018-02-21,22:20,158.875,-27.75,0,0
2018-02-21,23:10,165.375,-31.75,0,0
2018-02-21,23:20,166.875,-32.5,0,0
2018-02-22,06:50,102.935,25.7181,0,1
2018-02-24,06:00,111.875,18.375,0,0
